name,sku,upc,mpn,brand,manufacturer,price,price_numeric,in_stock,category,description_short,description_full,url,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,all_images,specifications_json
Apla-Tech Taper & Box Filler Kit - for Apla-Pump and T-Series Pump,APL-TTFO,810135983167,,Apla Tech,Apla Tech,$60.95,60.95,False,,This Kit is used with Apla-Pump or T-Series Pump to fill automatic taping tools (taper and boxes),"This Kit is used with Apla-Pump or T-Series Pump to fill automatic taping tools (taper and boxes)

Also used to fill the Tape Apla-Cator and Box Cannon.",https://www.alstapingtools.com/apla-tech-taper-box-filler-kit-for-apla-pump-and-t-series-pump/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/572/750/tool_box_filler_-_3480_002___00198.1675191889.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/572/750/tool_box_filler_-_3480_002___00198.1675191889.jpg?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/572/750/tool_box_filler_-_3480_002___00198.1675191889.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/572/750/tool_box_filler_-_3480_002___00198.1675191889.jpg?c=1,"{""Stand:"": ""No"", ""Manufacturer:"": ""Apla Tech""}"
AplaTech CFS Finishing Pole,CFS-3.5 FINISHING,810135984089,,Apla Tech,Apla Tech,$235.00 - $390.00,235.0,False,,Apla-Tech CFS Finishing Pole is the way to go for production drywall finishing.  Many different lengths available to suit your needs.  Poles are lightweight to reduce fatigue.,"Apla-Tech CFS Finishing Pole is the way to go for production drywall finishing.  Many different lengths available to suit your needs.  Poles are lightweight to reduce fatigue.

*Inline Valve NOT included",https://www.alstapingtools.com/aplatech-cfs-finishing-pole/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/211/4149/cfspole11__37371.1675191936.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/211/4149/cfspole11__37371.1675191936.jpg?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/211/4149/cfspole11__37371.1675191936.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/211/4149/cfspole11__37371.1675191936.jpg?c=1,"{""Size:"": ""72\"""", ""Stand:"": ""No"", ""Manufacturer:"": ""Apla Tech""}"
Asgard  Fiberglass Handle,FH-AD,,,Asgard,Asgard,$43.00,43.0,False,,Asgard Fiberglass Support Handle,"Asgard Fiberglass Support Handle

Experience the perfect balance of durability, functionality, and affordability with the

Asgard Fiberglass Support Handle

. Designed for versatility, this handle system works seamlessly with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters, making it an essential addition to your drywall finishing toolkit.

The ergonomic 1.25"" diameter ensures comfortable handling, while the innovative D-shaped fitting securely locks the handle in place within the Asgard Angle Box, preventing any rotation during use. Built with Asgard’s commitment to quality and performance, this support handle is a reliable choice for professionals seeking efficiency and ease of use.

Take your drywall tools to a new level with Asgard!",https://www.alstapingtools.com/asgard-fiberglass-handle/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3943/5805/screenshot_2024-12-20_140420__51736.1748975378.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3943/5805/screenshot_2024-12-20_140420__51736.1748975378.png?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3943/5805/screenshot_2024-12-20_140420__51736.1748975378.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3943/5805/screenshot_2024-12-20_140420__51736.1748975378.png?c=1,
Asgard “HAMMER” Automatic Taper,AT01-AD,0873876004492,,Asgard,Asgard,"$1,271.00",1271.0,False,,"Introducing the Asgard® ""HAMMER™"" Automatic Taper, setting a new standard for value in drywall tools. This innovative taper seamlessly applies joint tape and precisely measures joint compound, revolutionizing taping efficiency. The AT01-AD model boasts stainless steel side plates, a hard anodized push rod, and a cable drum, ensuring durability and corrosion resistance for long-lasting performance. Enhanced with enclosed rollers on the control tube for a comfortable grip and hand protection, the ","Introducing the Asgard® ""HAMMER™"" Automatic Taper, setting a new standard for value in drywall tools. This innovative taper seamlessly applies joint tape and precisely measures joint compound, revolutionizing taping efficiency. The AT01-AD model boasts stainless steel side plates, a hard anodized push rod, and a cable drum, ensuring durability and corrosion resistance for long-lasting performance. Enhanced with enclosed rollers on the control tube for a comfortable grip and hand protection, the HAMMER also features a control tube flange for tape cutting convenience during high ceiling applications. With a streamlined tube protector design for maximum comfort and effortless maintenance, experience unparalleled ease and efficiency without the need for additional tools.",https://www.alstapingtools.com/asgard-hammer-automatic-taper/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4101/5766/screenshot_2024-05-13_051015__52115.1748975354.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4101/5766/screenshot_2024-05-13_051015__52115.1748975354.jpg?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4101/5766/screenshot_2024-05-13_051015__52115.1748975354.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4101/5766/screenshot_2024-05-13_051015__52115.1748975354.jpg?c=1,
"Asgard 10"" And 12"" Flat Box Combo Set",AGFLATEXT,,,Asgard,Asgard,"$1,357.00",1357.0,False,,This kit includes the following,"This kit includes the following

Asgard Loading Pump LP01-AD

Asgard Filler Adapter FA01-AD

Asgard Extendable Flat Box Handle FBE-AD

Asgard 10"" Flat Box EZ10-AD

Asgard 12"" Flat Box EZ12-AD

Experience a new standard in drywall finishing with the Asgard Taping Tools Flat Box Combo. Designed for both durability and performance without the high price tag, this combo set includes a 10"" and 12"" flat box to help you achieve flawless drywall results. The smooth-operating loading pump, complete with a flat box filler, ensures fast and easy refills, while the lightweight, extendable flat box handle allows you to reach every corner with ease. Ideal for finishing flat seams and butt joints, Asgard Taping Tools deliver reliable, field-tested quality for all your drywall needs.",https://www.alstapingtools.com/asgard-10-and-12-flat-box-combo-set/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3842/6134/ExtBoxset__15634.1755279119.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3842/6134/ExtBoxset__15634.1755279119.png?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3842/6134/ExtBoxset__15634.1755279119.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3842/6134/ExtBoxset__15634.1755279119.png?c=1,
"Asgard 10"" Flat Box",EZ10-AD,0873876004515,,Asgard,Asgard,$344.00,344.0,False,,"Experience a new level of drywall efficiency with Asgard Taping Tools by TapeTech, offering unmatched durability and functionality without the added markup. The Asgard 10"" Flat Box, featuring a sleek black exterior, is designed for compatibility with other major brand Flat Box handles. Built from superior quality alloys, this Flat Box is engineered to withstand the toughest job sites. It includes quick-release thumb latches for effortless clean-up and an easy dial adjustment for consistent, fine","Asgard 10"" Flat Box: Advanced Drywall Tools

Experience a new level of drywall efficiency with Asgard Taping Tools by TapeTech, offering unmatched durability and functionality without the added markup. The Asgard 10"" Flat Box, featuring a sleek black exterior, is designed for compatibility with other major brand Flat Box handles. Built from superior quality alloys, this Flat Box is engineered to withstand the toughest job sites. It includes quick-release thumb latches for effortless clean-up and an easy dial adjustment for consistent, finely controlled mud output. Perfect for applying base coats to flat seams or butt joints, this Flat Box is an essential tool for any drywall professional.",https://www.alstapingtools.com/asgard-10-flat-box/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5963/EZ10-AD_Front__19435.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5965/EZ10-AD_Back__06841.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5964/EZ10-AD_Hero_Left__60784.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5967/EZ10-AD_Hero_Rear_L__85636.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5966/EZ10-AD_Hero_Rear_R__39208.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5969/EZ10-AD_Left__35156.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5968/EZ10-AD_Right__18180.1752517380.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5963/EZ10-AD_Front__19435.1752517380.png?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5965/EZ10-AD_Back__06841.1752517380.png?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5963/EZ10-AD_Front__19435.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5965/EZ10-AD_Back__06841.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5964/EZ10-AD_Hero_Left__60784.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5967/EZ10-AD_Hero_Rear_L__85636.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5966/EZ10-AD_Hero_Rear_R__39208.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5969/EZ10-AD_Left__35156.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5968/EZ10-AD_Right__18180.1752517380.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5963/EZ10-AD_Front__19435.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5965/EZ10-AD_Back__06841.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5964/EZ10-AD_Hero_Left__60784.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5967/EZ10-AD_Hero_Rear_L__85636.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5966/EZ10-AD_Hero_Rear_R__39208.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5969/EZ10-AD_Left__35156.1752517380.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3925/5968/EZ10-AD_Right__18180.1752517380.png?c=1,
Asgard 10_ MaxxBox Finishing Box,EHC10-AD,,,Asgard,Asgard,$374.00,374.0,False,,"Asgard 10"" MAXXBOX Flat Box","Asgard 10"" MAXXBOX Flat Box

Elevate your drywall finishing with the

Asgard 10"" MAXXBOX Flat Box

—where durability and functionality meet exceptional value. Featuring a sleek black exterior, this flat box is crafted from premium-quality alloys to withstand the toughest job sites. Designed for compatibility, it works seamlessly with flat box handles from other major brands, offering ultimate flexibility.

The easy dial adjustment ensures consistent and precise mud output every time, while the

MAXXBOX®

design holds up to 68% more mud than other high-capacity flat boxes. This means fewer fill-ups, increased efficiency, and faster production speeds—all without exhausting the user. Perfect for finishing flat seams and butt joints, the Asgard 10"" MAXXBOX delivers professional-grade results with ease.

Discover a new level of drywall tools with Asgard!",https://www.alstapingtools.com/asgard-10_-maxxbox-finishing-box/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3906/5803/screenshot_2024-12-20_140917__23306.1748975375.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3906/5803/screenshot_2024-12-20_140917__23306.1748975375.png?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3906/5803/screenshot_2024-12-20_140917__23306.1748975375.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3906/5803/screenshot_2024-12-20_140917__23306.1748975375.png?c=1,
Asgard 10_ Power Assist Finishing Box,PA10-AD,,,Asgard,Asgard,$442.00,442.0,False,,"Asgard 10"" Power Assist Finishing Box","Asgard 10"" Power Assist Finishing Box

Achieve flawless drywall finishes with the

Asgard 10"" Power Assist Finishing Box

. Engineered for precision and efficiency, this finishing box features power-assisted springs, reducing effort and providing a smoother application of joint compound. Its durable aluminum construction ensures long-lasting performance, while the stainless steel blade delivers consistent, clean edges for professional results.

Perfect for taping professionals looking to save time and reduce fatigue, the 10"" width is ideal for finishing wider seams and creating seamless transitions. Whether you're handling a large project or tackling detailed work, the Asgard Power Assist Finishing Box makes drywall finishing faster and easier without compromising quality.

Upgrade your drywall tools with Asgard's reliable and innovative design!",https://www.alstapingtools.com/asgard-10_-power-assist-finishing-box/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3937/5839/screenshot_2024-12-20_093259__39236.1748975399.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3937/5839/screenshot_2024-12-20_093259__39236.1748975399.png?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3937/5839/screenshot_2024-12-20_093259__39236.1748975399.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3937/5839/screenshot_2024-12-20_093259__39236.1748975399.png?c=1,
"Asgard 12"" Flat Box",EZ12-AD,0873876004522,,Asgard,Asgard,$327.00,327.0,False,,"Step up your drywall game with Asgard Taping Tools by TapeTech, delivering exceptional durability and functionality without the extra cost. The Asgard 12"" Flat Box, featuring a sleek black exterior, is designed to be compatible with handles from all major brands. Made from high-quality alloys, this Flat Box is built to endure the toughest job sites. It boasts quick-release thumb latches for easy clean-up and an easy dial adjustment for consistent, finely controlled mud output. Perfect for finish","Asgard 12"" Flat Box: Superior Drywall Tools

Step up your drywall game with Asgard Taping Tools by TapeTech, delivering exceptional durability and functionality without the extra cost. The Asgard 12"" Flat Box, featuring a sleek black exterior, is designed to be compatible with handles from all major brands. Made from high-quality alloys, this Flat Box is built to endure the toughest job sites. It boasts quick-release thumb latches for easy clean-up and an easy dial adjustment for consistent, finely controlled mud output. Perfect for finishing flat seams or butt joints, this Flat Box is a must-have for any drywall professional.",https://www.alstapingtools.com/asgard-12-flat-box/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5973/EZ12-AD_Front__76822.1752519870.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5975/EZ12-AD_Back__94815.1752519870.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5976/EZ12-AD_Hero_Left__42437.1752519870.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5978/EZ12-AD_Hero_Rear_L__68605.1752519871.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5977/EZ12-AD_Hero_Rear_R__59045.1752519871.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5974/EZ12-AD_Hero_Right__99010.1752519871.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5979/EZ12-AD_Left__53136.1752519871.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5980/EZ12-AD_Right__44550.1752519871.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5973/EZ12-AD_Front__76822.1752519870.png?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5973/EZ12-AD_Front__76822.1752519870.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5975/EZ12-AD_Back__94815.1752519870.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5976/EZ12-AD_Hero_Left__42437.1752519870.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5978/EZ12-AD_Hero_Rear_L__68605.1752519871.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5977/EZ12-AD_Hero_Rear_R__59045.1752519871.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5974/EZ12-AD_Hero_Right__99010.1752519871.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5979/EZ12-AD_Left__53136.1752519871.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5980/EZ12-AD_Right__44550.1752519871.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5973/EZ12-AD_Front__76822.1752519870.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5975/EZ12-AD_Back__94815.1752519870.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5976/EZ12-AD_Hero_Left__42437.1752519870.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5978/EZ12-AD_Hero_Rear_L__68605.1752519871.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5977/EZ12-AD_Hero_Rear_R__59045.1752519871.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5974/EZ12-AD_Hero_Right__99010.1752519871.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5979/EZ12-AD_Left__53136.1752519871.png?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3933/5980/EZ12-AD_Right__44550.1752519871.png?c=1,
"Asgard 12"" Power Assist Finishing Box",PA12-AD,,,Asgard,Asgard,$456.00,456.0,False,,"Asgard 12"" Power Assist Finishing Box","Asgard 12"" Power Assist Finishing Box

Take your drywall finishing to the next level with the

Asgard 12"" Power Assist Finishing Box

. Engineered for maximum efficiency, this box features power-assisted springs, making it easier to apply joint compound with minimal effort. Its wide 12"" blade is perfect for smoothing and finishing larger seams, creating seamless transitions and a flawless surface.

Crafted with durable aluminum housing and a premium stainless steel blade, the Asgard 12"" Power Assist Finishing Box is built to withstand heavy use while delivering consistent, professional results. It is ideal for taping professionals working on larger projects because it offers precision, reliability, and ease of use.

Finish faster and better with Asgard’s trusted innovation and quality!",https://www.alstapingtools.com/asgard-12-power-assist-finishing-box/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3941/5840/screenshot_2024-12-20_100733__52499.1748975400.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3941/5840/screenshot_2024-12-20_100733__52499.1748975400.png?c=1,,,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3941/5840/screenshot_2024-12-20_100733__52499.1748975400.png?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3941/5840/screenshot_2024-12-20_100733__52499.1748975400.png?c=1,
"Asgard 2.5"" Angle Head",AH25-AD,0873876004539,,Asgard,Asgard,$316.00,316.0,False,,"The Asgard® 2.5"" Angle Head streamlines the process of feathering joint compound on both sides of internal corners with precision in a single pass. Ideal for wall-to-wall or wall-to-ceiling corners, this tool is an essential component of the taping process. After the joint tape is set into the corner using acorner roller, the 2.5"" Angle Head efficiently wipes down the corner, ensuring seamless results.","The Asgard® 2.5"" Angle Head streamlines the process of feathering joint compound on both sides of internal corners with precision in a single pass. Ideal for wall-to-wall or wall-to-ceiling corners, this tool is an essential component of the taping process. After the joint tape is set into the corner using a

corner roller

, the 2.5"" Angle Head efficiently wipes down the corner, ensuring seamless results.",https://www.alstapingtools.com/asgard-2-5-angle-head/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5905/asgard-2-5-angle-head_1__69656.1750258631.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5903/asgard-2-5-angle-head_3__33674.1750258631.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5906/asgard-2-5-angle-head_2__65162.1750258631.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5904/asgard-2-5-angle-head_4__92991.1750258631.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5907/asgard-2-5-angle-head__47349.1750258631.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5905/asgard-2-5-angle-head_1__69656.1750258631.jpg?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5903/asgard-2-5-angle-head_3__33674.1750258631.jpg?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5906/asgard-2-5-angle-head_2__65162.1750258631.jpg?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5904/asgard-2-5-angle-head_4__92991.1750258631.jpg?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5905/asgard-2-5-angle-head_1__69656.1750258631.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5903/asgard-2-5-angle-head_3__33674.1750258631.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5906/asgard-2-5-angle-head_2__65162.1750258631.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5904/asgard-2-5-angle-head_4__92991.1750258631.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5907/asgard-2-5-angle-head__47349.1750258631.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5905/asgard-2-5-angle-head_1__69656.1750258631.jpg?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5903/asgard-2-5-angle-head_3__33674.1750258631.jpg?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5906/asgard-2-5-angle-head_2__65162.1750258631.jpg?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5904/asgard-2-5-angle-head_4__92991.1750258631.jpg?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4103/5907/asgard-2-5-angle-head__47349.1750258631.jpg?c=1,
"Asgard 3"" Angle Head",AH30-AD,873876004553,,Asgard,Asgard,$338.00,338.0,False,,"The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to q","The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to quickly and professionally finish internal drywall corners. The 3” Asgard Angle Head has wheels to provide the smoothest action on the wall and is spring-loaded to help compensate for slightly imperfect corners. The Angle Head is also part of the Taping process when attached to the FH-AD or XH-AD support handles with the CFA-AD adapter.",https://www.alstapingtools.com/asgard-3-angle-head/,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5902/asgard-3-angle-head__37619.1750258425.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5901/asgard-3-angle-head_1__36898.1750258425.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5902/asgard-3-angle-head__37619.1750258425.jpg?c=1,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5901/asgard-3-angle-head_1__36898.1750258425.jpg?c=1,,,,,,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5902/asgard-3-angle-head__37619.1750258425.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5901/asgard-3-angle-head_1__36898.1750258425.jpg?c=1&imbypass=on|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5902/asgard-3-angle-head__37619.1750258425.jpg?c=1|https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4105/5901/asgard-3-angle-head_1__36898.1750258425.jpg?c=1,
